label,brand,name,price,rank,ingredients,combination,dry,normal,oily,sensitive
cleanser,olehenriksen,so nurturing cleansing cloths,547.5,4.0,water | polysorbate 20 | phenoxyethanol | parfum/fragrance | glycerin | vaccinium myrtillus (bilberry) fruit extract | barbassu oil | polyglyceryl-4 esters | saccharum officinarum (sugar cane) extract | potassium hydroxide | panthenol | citrus aurantium dulcis (orange) fruit extract | citrus limon (lemon) fruit extract | enteromorpha compressa extract | acer saccharum (sugar maple) extract | biosaccharide gum-1 | sodium hyaluronate | aloe barbadensis leaf juice | ascorbyl glucoside | borago officinalis (borage) seed oil | allantoin | linoleic acid | sodium levulinate | sodium pca | glyceryl caprylate | linolenic acid | sodium anisate | caesalpinia spinosa gum | linum usitatissiumum (linseed) seed oil | moringa oleifera seed oil | tocopheryl acetate | ananas sativas (pineapple) fruit extract | potassium sorbate | sodium benzoate | bromelain | citric acid | canola oil | carica papya (papaya) fruit extract | tocopherol | aspalathus linearis leaf extract | cocos nucifera (coconut) fruit extract | limonene,0,1,0,0,1
cleanser,murad,hydro-dynamic quenching essence,2847.0,4.3,glycerin | glycolic acid | yeast extract | phenoxyethanol | ethylhexylglycerin glycerin | citrullus lanatus (watermelon) fruit extract | pyrus malus (apple) fruit extract | lens esculenta (lentil) fruit extract | sodium pca | sodium lactate urea | yeast amino acids | trehalose | inositol | taurine | betaine tocopheryl acetate ascorbic acid | chitosan | zinc gluconate. glycerin | zinc gluconate,1,1,1,1,1
cleanser,kiehls since 1851,ultra facial oil-free cleanser,730.0,4.2,water | glycerin | myristic acid | palmitic acid | stearic acid | potassium hydroxide | lauric acid | glyceryl distearate | glyceryl stearate | kaolin | imperata cylindrica root extract | tetrasodium edta | lemon fruit extract | peg-14m | pseudoalteromonas ferment extract | methylisothiazolinone | caprylyl glycol | carbomer | acrylates/c10-30 alkyl acrylate crosspolymer,1,0,1,1,0
cleanser,laneige,fresh calming toner,985.5,4.4,water | propanediol | 1 | 2-hexanediol | ppg-13-decyltetradeceth-24 | butylene glycol | sea water / maris aqua / eau de mer | ethylhexylglycerin | disodium edta | litchi chinensis pericarp extract | tocopherol,1,1,1,1,0
cleanser,olehenriksen,wonderfeel double cleanser,1168.0,4.4,water | ethylhexyl palmitate | propanediol | triethylhexanoin | peg-7 glyceryl cocoate | arginine | olea europaea (olive) fruit oil | acrylates/c10-30 alkyl acrylate crosspolymer | phenoxyethanol | parfum/fragrance | tocopherol | glycerin | tetrasodium etidronate | borago officinalis seed oil | prunus armeniaca (apricot) kernel oil | calendula officinalis flower extract | chamomilla recutita (matricaria) flower extract | echinacea angustifolia extract | ribes nigrum (black currant) fruit extract | leuconostoc/radish root ferment filtrate | biotin | niacinamide | ascorbic acid,1,1,1,1,1
cleanser,kiehls since 1851,cucumber herbal conditioning cleanser,876.0,4.6,water | propylene glycol | glycerin | sodium methyl cocoyl taurate | coco-betaine | sodium cocoyl isethionate | sodium chloride | acrylates/c10-30 alkyl acrylate crosspolymer | phenoxyethanol | peg-100 stearate | ppg-5-ceteth-20 | glyceryl stearate | coconut acid | caprylyl glycol | peg-55 propylene glycol oleate | styrene/acrylates copolymer | salicylic acid | chlorphenesin | hydrogenated coconut acid | cucumber fruit extract | polyquaternium-53 | coco-glucoside | disodium edta | lavandula hybrida oil | sodium isethionate | peg-30 dipolyhydroxystearate | trideceth-6 | citrus medica limonum (lemon) peel oil | rosemary leaf oil | benzoic acid | citric acid | sodium hydroxide,0,1,1,0,1
cleanser,shiseido,extra rich cleansing milk,1314.0,5.0,water | sodium methyl cocoyl taurate | cocamidopropyl betaine | peg-2 laurate | glycol distearate | propylene glycol laurate | glycerin | dipropylene glycol | polyquaternium-10 | phenoxyethanol | sodium benzoate | fragrance | citric acid | oryza sativa (rice) germ oil | disodium edta | linalool | geraniol | citronellol | alcohol | betaine | yellow 6 (ci 15985) | sodium acetylated hyaluronate | citrus junos seed extract | tocopherol | red 33 (ci 17200) | hydrolyzed silk,0,1,0,0,0
cleanser,sunday riley,c.e.o. c + e micro-dissolve cleansing oil,1387.0,4.3,isoamyl laurate | sorbitan oleate | isostearyl isostearate | triethylhexanoin | peg-10 laurate | caprylic/capric triglyceride | aqua (water) | decyl glucoside | propanediol | polyglyceryl-2 caprate | squalane | methylpropanediol | citrus reticulata (tangerine) peel oil | sodium phytate | c30 hydrocarbons | phenoxyethanol | tocopherol | microcitrus australasica (lime pearl) fruit extract | salix alba (willow) bark extract | curcuma longa (turmeric) root extract | butyrospermum parkii (shea) butter extract | alcohol denat | rosa canina (rosehips) fruit extract | citrus tangerina (tangerine) extract | oenothera biennis (evening primrose) seed extract | nasturtium officinale (watercress) extract | camellia sinensis (white tea) leaf extract | tetrahexyldecyl ascorbate | caprylyl glycol,1,1,1,1,1
cleanser,clinique,city block purifying charcoal clay mask + scrub,1022.0,4.7,water | kaolin | butylene glycol | silica | magnesium aluminum silicate | charcoal powder | glyceryl stearate | peg-100 stearate | sodium methyl cocoyl taurate | gentiana lutea (gentian) root extract | laminaria saccharina extract | tocopheryl acetate | acetyl glucosamine | sucrose | caprylyl glycol | xanthan gum | disodium edta | phenoxyethanol | chlorphenesin | iron oxides (ci 77499) | titanium dioxide (ci 77891),1,1,1,1,1
cleanser,clinique,fresh pressed renewing powder cleanser with pure vitamin c,1058.5,4.9,maltodextrin | sodium lauryl sulfoacetate | sodium cocoyl isethionate | sodium methyl cocoyl taurate | kaolin | ascorbic acid | sodium chloride | sapindus mukurossi peel extract | salicylic acid | allyl methacrylates crosspolymer | cyclodextrin | coconut acid | ethylbisiminomethylguaiacol manganese chloride | water | disodium edta,1,1,1,1,1
cleanser,ren clean skincare,rosa centifolia no.1 purity cleansing balm,1168.0,4.2,prunus amygdalus dulcis (sweet almond) oil | cetearyl ethylhexanoate | glyceryl cocoate | caprylic/capric triglyceride | glyceryl stearate | glyceryl dibehenate | tribehenin | glyceryl behenate | butyrospermum parkii (shea butter) | sodium cocoyl glutamate | parfum (fragrance) | rosa centifolia flower extract | cymbopogon martini oil | viola odorata extract | anthemis nobilis (chamomile) flower oil | lecithin | benzyl alcohol | oryzanol | tocopherol | citronellol | geraniol | eugenol | linalool,1,1,1,1,1
cleanser,kiehls since 1851,blue herbal acne cleanser treatment,803.0,3.5,water | coco-glucoside | propylene glycol | ammonium polyacryloyldimethyl taurate | glycerin | coco-betaine | sodium cocoyl isethionate | sodium methyl cocoyl taurate | dipropylene glycol | sodium chloride | butylene glycol | phenoxyethanol | hydrogenated coconut acid | capryloyl salicylic acid | coconut acid | t-butyl alcohol | sodium pca | camphor | menthol | boswellia serrata extract | sodium isethionate | hamamelis virginiana (witch hazel) water | peumus boldus leaf extract | disodium edta | alcohol | zingiber officinale (ginger) root extract | sanguisorba officinalis root extract | cinnamomum cassia bark extract | xanthan gum | laminaria saccharina extract | zinc sulfate | pyridoxine hcl | sodium hydroxide | citric acid,1,0,0,1,0
cleanser,erno laszlo,pore refining detox double cleanse,2007.5,5.0,water | propanediol | sodium c14-16 olefin sulfonate | oryza sativa (rice) extract | phenoxyethanol | acrylates/c10-30 alkyl acrylate crosspolymer | sodium hydroxide | cyclopentasiloxane | dimethicone/vinyl dimethicone crosspolymer | mica | titanium dioxide (ci 77891) | ethylhexylglycerin | disodium edta | fragrance (parfum) | charcoal powder | 1 | 2-hexanediol | agar | calcium alginate | xanthan gum | aloe barbadensis leaf juice | citrus grandis (grapefruit) peel oil | helianthus annuus (sunflower) seed oil | propylene glycol | ananas sativus (pineapple) fruit extract | actinidia chinensis (kiwi) fruit extract | averrhoa carambola fruit extract | garcinia mangostana fruit extract | litchi chinensis fruit extract | sea salt (maris salt/sel marin) | passiflora incarnata fruit extract | psidium guajava fruit extract | punica granatum extract | ziziphus jujuba fruit extract | hydrolyzed vegetable protein | cynara scolymus (artichoke) leaf extract | leuconostoc/radish root ferment filtrate | limonene,1,1,1,1,1
cleanser,kiehls since 1851,herbal-infused micellar cleansing water,1022.0,3.7,water | glycerin | propanediol | melissa officinalis flower/leaf/stem water | arginine | salicylic acid | coco-betaine | caprylyl/capryl glucoside | disodium cocoyl glutamate | xanthan gum | phytic acid | buddleja davidii extract | thymus vulgaris extract/thyme extract | sodium chloride | sodium cocoyl glutamate | citric acid | thymus vulgaris flower/leaf oil | thyme flower/leaf oil,1,1,1,1,1
cleanser,clarisonic,refreshing gel cleanser,693.5,5.0,water | glycerin | coco-betaine | sodium cocoyl glycinate | peg-120 | methyl glucose dioleate | sodium chloride dipropylene glycol | lauric acid | triethanolamine | phenoxyethanol | fragrance | caprylyl glycol | linalool | limonene | benzyl benzoate | tetrasodium edta | argilla/magnesium aluminum silicate,1,1,1,1,1
treatment,drunk elephant,c-firma day serum,2920.0,4.1,water | ethoxydiglycol | ascorbic acid | glycerin | laureth-23 | lactobacillus/pumpkin ferment extract | sclerocarya birrea seed oil | ferulic acid | sodium hyaluronate | chondrus crispus extract | camellia sinensis leaf extract | lactobacillus/punica granatum fruit ferment extract | glycyrrhiza glabra (licorice) root extract | vitis vinifera (grape) juice extract | phyllanthus emblica fruit extract | hydrolyzed wheat protein | tocopherol | caprylhydroxamic acid | acetyl glucosamine | hydrolyzed quinoa | glutamylamidoethyl imidazole | dipotassium glycyrrhizate | tetrahydrodiferuloylmethane | tetrahydrodemethoxydiferuloylmethane | tetrahydrobisdemethoxydiferuloylmethane | sodium hyaluronate crosspolymer | glycine | sucrose | maltodextrin | propanediol | caprylyl glycol | sodium hydroxide | xanthan gum | hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer | isohexadecane | polysorbate 60,1,1,1,1,0
treatment,sunday riley,good genes all-in-one lactic acid treatment,5767.0,4.3,opuntia tuna fruit (prickly pear) extract | agave tequilana leaf (blue agave) extract | cypripedium pubescens (lady's slipper orchid) extract | opuntia vulgaris (cactus) extract | aloe barbadensis leaf extract & saccharomyses cerevisiae (yeast) extract | lactic acid | caprylic/capric triglyceride | butylene glycol | squalane | cyclomethicone | dimethicone | ppg-12/smdi copolymer | stearic acid | cetearyl alcohol and ceteareth20 | glyceryl stearate and peg-100 stearate | arnica montana (flower) extract | peg-75 meadowfoam oil | glycyrrhiza glabra (licorice) root extract | cymbopogon schoenanthus (lemongrass) oil | triethanolamine | xantham gum | phenoxyethanol | steareth-20 | dmdm hydantoin,1,1,1,1,0
treatment,olehenriksen,truth serum,1752.0,4.3,water | sodium ascorbyl phosphate | calcium ascorbate | sorbitol | glycerin | tocopheryl acetate | aloe barbadensis leaf juice | citrus aurantium dulcis (orange) fruit extract | camellia sinensis leaf extract | euphrasia officinalis extract | rosa canina fruit extract | citrus grandis (grapefruit) seed extract | oleth-20 | hydroxyethylcellulose | peg-12 dimethicone | benzophenone-4 | sodium hyaluronate | thioctic acid | phenoxyethanol | citric acid | caprylyl glycol | hexylene glycol | limonene | linalool | citral | fragrance | yellow 6,1,1,1,1,1
treatment,kiehls since 1851,clearly corrective dark spot solution,1825.0,3.5,water | propylene glycol | glycerin | alcohol denat | peg/ppg/polybutylene glycol-8/5/3 glycerin | hydroxypropyl tetrahydropyrantriol | 3-o-ethyl ascorbic acid | ppg-6-decyltetradeceth-30 | phenoxyethanol | salicylic acid | xanthan gum | hydroxyethylcellulose | potassium hydroxide | citric acid | sodium citrate | tocopheryl acetate | lavandula angustifolia oil / lavender oil | disodium edta | linalool | citrus tachibana / citrus aurantium tachibana peel extract | paeonia suffruticosa extract / paeonia suffruticosa root extract,1,1,1,1,1
treatment,glamglow,supermud activated charcoal treatment,2153.5,4.2,water | kaolin | magnesium aluminum silicate | mandelic acid | carbon | eucalyptus globulus leaf | tartaric acid | pyruvic acid | lactic acid | salicylic acid | glycolic acid | eucalyptus globulus leaf powder | aloe barbadensis leaf juice | glycyrrhiza glabra (licorice) root extract | cucumis sativus (cucumber) fruit extract | hedera helix (ivy) extract | symphytum officinale (comfrey) leaf extract | chamomilla recutita (matricaria) extract | peg-12 dimethicone | caprylyl glycol | sodium hydroxide | butylene glycol | mentha piperita (peppermint) oil | hectorite | hexylene glycol | glycerin | calendula officinalis extract | maltodextrin | ethylhexylglycerin | xanthan gum | fragrance | limonene | benzyl benzoate | linalool | phenoxyethanol | potassium sorbate | sodium benzoate | iron oxides (ci 77499),1,0,1,1,0
treatment,drunk elephant,b-hydra intensive hydration serum,1898.0,4.2,water | coconut alkanes | ammonium acryloyldimethyltaurate/vp copolymer | glycerin | pentylene glycol | sclerocarya birrea seed oil | wheat amino acids | ananas sativus (pineapple) fruit extract | berberis vulgaris root extract | citrullus lanatus (watermelon) fruit extract | lens esculenta (lentil) fruit extract | pyrus malus (apple) fruit extract | coco-caprylate/caprate | panthenol | sodium pca | sodium hyaluronate crosspolymer | dipotassium glycyrrhizate | niacinamide | cyclodextrin | sodium hyaluronate | sodium lactate | phenoxyethanol | hydroxyproline | trisodium ethylenediamine disuccinate | citric acid | caprylyl glycol | chlorphenesin | ethylhexylglycerin,1,1,1,1,0
treatment,olehenriksen,truth serum - starlight holiday edition,4672.0,4.0,water | sodium ascorbyl phosphate | calcium ascorbate | sorbitol | glycerin | tocopheryl acetate | aloe barbadensis leaf juice | citrus aurantium dulcis (orange) fruit extract | camellia sinensis leaf extract | euphrasia officinalis extract | rosa canina fruit extract | citrus grandis (grapefruit) seed extract | oleth-20 | hydroxyethylcellulose | peg-12 dimethicone | benzophenone-4 | sodium hyaluronate | thioctic acid | phenoxyethanol | citric acid | caprylyl glycol | hexylene glycol | limonene | linalool | citral | fragrance | yellow 6,1,1,1,1,0
treatment,drunk elephant,nightbright duo,1022.0,4.2,water | glycolic acid | butylene glycol | glycerin | sodium hydroxide | salicylic acid | lactic acid | citric acid | vitis vinifera (grape) juice extract | aloe barbadensis leaf juice | opuntia ficus-indica extract | aesculus hippocastanum (horse chestnut) seed extract | camellia sinensis leaf extract | rubus idaeus (raspberry) fruit extract | saccharomyces cerevisiae extract | buddleja davidii meristem cell culture | sclerocarya birrea seed oil | sodium hyaluronate crosspolymer | allantoin | hydroxyethylcellulose | galactoarabinan | propanediol | disodium edta | xanthan gum | hexylene glycol | phenoxyethanol | caprylyl glycol | ethylhexylglycerin | sodium nitrate | potassium sorbate | pentylene glycol | sodium benzoate,1,1,1,1,1
treatment,sunday riley,c.e.o. rapid flash brightening serum,3102.5,3.9,water | tetrahexyldecyl ascorbate | squalane | peg-8 beeswax | hydrogenated polydecene | polyglyceryl-6 distearate | ppg-12/smdi copolymer | phenoxyethanol | acetamidoethoxyethanol | jojoba esters | sodium acrylate/sodium acryloyldimethyl taurate copolymer | glycine soja sterols | tocopherol | glycolic acid | caprylyl glycol | sodium phytate | citrus aurantium dulcis (sweet orange) oil | chlorphenesin | cera alba | glycerin | isosqualane | c30 hydrocarbons | saccharide isomerate,1,1,1,1,1
treatment,drunk elephant,rise + glow duo,839.5,4.0,water | ethoxydiglycol | ascorbic acid | glycerin | laureth-23 | lactobacillus/pumpkin ferment extract | sclerocarya birrea seed oil | ferulic acid | sodium hyaluronate | chondrus crispus extract | camellia sinensis leaf extract | lactobacillus/punica granatum fruit ferment extract | glycyrrhiza glabra (licorice) root extract | vitis vinifera (grape) juice extract | phyllanthus emblica fruit extract | hydrolyzed wheat protein | tocopherol | caprylhydroxamic acid | acetyl glucosamine | hydrolyzed quinoa | glutamylamidoethyl imidazole | dipotassium glycyrrhizate | tetrahydrodiferuloylmethane | tetrahydrodemethoxydiferuloylmethane | tetrahydrobisdemethoxydiferuloylmethane | sodium hyaluronate crosspolymer | glycine | sucrose | maltodextrin | propanediol | caprylyl glycol | sodium hydroxide | xanthan gum | hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer | isohexadecane | polysorbate 60,1,1,1,1,1
treatment,caudalie,vinoperfect radiance serum,2883.5,4.2,water | butylene glycol | glycerin | squalane | tocopheryl acetate | ceteareth-20 | palmitoyl grapevine shoot extract | glyceryl stearate se | bisabolol | parfum (fragrance) | caprylyl glycol | acrylates/c10-30 alkyl acrylate crosspolymer | potassium sorbate | xanthan gum | carbomer | sodium hydroxide | sodium phytate,1,1,1,1,1
treatment,kiehls since 1851,powerful-strength line-reducing concentrate 12.5% vitamin c,2263.0,3.8,propylene glycol dimethicone glycerin ascorbic acid ethylhexyl palmitate cetyl peg/ppg-10/1 dimethicone dimethicone crosspolymer ascorbyl glucoside cyclohexasiloxane hydroxyethylpiperazine ethane sulfonic acid lauroyl lysine acrylonitrile/methyl methacrylate/vinylidene chloride copolymer polysilicone-11 adenosine hydrolyzed hyaluronic acid limonene isobutane citrus aurantium dulcis (orange) peel oil citrus limon peel oil / lemon peel oil citral pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,1,1,1,1,0
treatment,clarins,double serum complete age control concentrate,3248.5,4.1,water | cetearyl isononanoate | glycerin | isononyl isononanoate | caprylic/capric triglyceride | pentylene glycol | ppg-3 myristyl ether | ethylene/propylene/styrene copolymer. dipsacus sylvestris extract | butylene glycol | parfum/ fragrance | phenoxyethanol | propanediol | tromethamine. silybum marianum seed oil | carbomer | tocopheryl acetate | escin | cheno - podium quinoa seed extract | ethylhexylglycerin | squalane | avena sativa (oat) kernel extract | theobroma cacao (cocoa) extract | butylene/ethylene/styrene copolymer | leontopodium alpinum extract | xanthan gum | persea gratissima (avocado) oil unsaponifiables | caramel | curcuma longa (turmeric) root extract | salicyloyl phytosphingosine | musa sapientum (banana) fruit extract | salicornia herbacea extract | actinidia chinensis (kiwi) fruit extract | kalanchoe pinnata leaf extract | sodium benzoate | citric acid | myrothamnus flabellifolia leaf/stem extract | disodium edta | tocopherol | lycium barbarum fruit extract | maltodextrin | orthosiphon stamineus extract | hedychium coronarium root extract | mangifera indica (mango) leaf extract | potassium sorbate | pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate. jania rubens extract | ascorbic acid | sodium citrate | engelhardtia chrysolepis leaf extract | ci 14700/red 4 | callicarpa japonica fruit extract,1,1,1,1,1
treatment,la mer,the regenerating serum,12592.5,3.9,water | algae (seaweed) extract | dimethicone | hdi/trimethylol hexyllactone crosspolymer | hydrogenated polyisobutene | hydrogenated vegetable oil | caprylic/capric/myristic/stearic triglyceride | polysilicone-11 | peg-8 dimethicone | peg-10 dimethicone | yeast extract/faex/extrait de levure | citrus aurantifolia (lime) peel extract | sigesbeckia orientalis (st. paul's wort) extract | polygonum cuspidatum root extract | saccharomyces lysate extract | sesamum indicum (sesame) seed oil | eucalyptus globulus (eucalyptus) leaf oil | sesamum indicum (sesame) seed powder | medicago sativa (alfalfa) seed powder | helianthus annuus (sunflower) seedcake | prunus amygdalus dulcis (sweet almond) seed meal | sodium gluconate | copper gluconate | calcium gluconate | magnesium gluconate | zinc gluconate | tocopheryl succinate | niacin | vitis vinifera (grape) seed extract | rosmarinus officinalis (rosemary) leaf extract | punica granatum (pomegranate) fruit juice | bupleurum falcatum root extract | citrus reticulata (tangerine) peel extract | narcissus tazetta bulb extract | mimosa tenuiflora bark extract | betula alba (birch) bark extract | chlorella vulgaris extract | humulus lupulus (hops) extract | laureth-4 | corallina officinalis extract | glycine soja (soybean) seed extract | micrococcus lysate | whey protein/lactis protein/proteine du petit-lait | tartaric acid | glycerin | hydrolyzed wheat protein | laureth-23 | butylene glycol | ammonium acryloyldimethyltaurate/beheneth-25 methacrylate crosspolymer | sucrose | coenzyme a | acetyl glucosamine | caffeine | dipalmitoyl hydroxyproline | linoleic acid | tetraacetylphytosphingosine | alcaligenes polysaccharides | bifida ferment lysate | pentylene glycol | dipotassium glycyrrhizate | palmitoyl oligopeptide | peg-8 | sorbitol | tocopheryl acetate | eryngium maritimum extract | sodium hydroxide | hydrogenated lecithin | hydroxypropyl cyclodextrin | nordihydroguaiaretic acid | cyclodextrin | maltodextrin | polymethylsilsesquioxane | acetyl hexapeptide-8 | glyceryl polymethacrylate | glycosaminoglycans | gold | tourmaline | linolenic acid | silica | ethylbisiminomethylguaiacol manganese chloride | disodium edta | potassium sorbate | phenoxyethanol | fragrance | hydroxycitronellal | linalool | limonene | citronellol | geraniol | green 5 (ci 61570),1,1,1,1,1
treatment,herbivore,blue tansy aha + bha resurfacing clarity mask,1752.0,4.5,aloe barbadensis (organic aloe) leaf juice | hydroxyethyl ethylcellulose (plant derived) | glycerin | glyceryl caprylate | salix nigra (willow) bark extract | tanacetum annuum (blue tansy) flower oil | jasminum sambac (jasmine) flower water | ananas sativus (organic pineapple) fruit extract | carica papaya (organic papaya) fruit extract | carica papaya (organic papaya) leaf extract | leucidal (radish root ferment),1,0,1,1,0
treatment,algenist,genius liquid collagen,4197.5,4.0,collagen | water | propanediol | isononyl isononanoate | butylene glycol | glycerin | betaine | pentylene glycol | dextrin palmitate | collagen amino acids | parachlorella beijerinckii exopolysaccharides | chlorella protothecoides oil | helichrysum stoechas extract | cylindrotheca fusiformis extract | niacinamide | tocopherol | palmitoyl tripeptide-1 | palmitoyl tetrapeptide-7 | adenosine | helianthus annuus (sunflower) seed oil | leuconostoc/radish root ferment filtrate | caprylic/capric triglyceride | palmitic acid | disodium edta | carbomer | sodium lactate | amodimethicone | homosalate | polysorbate 20 | butyl methoxydibenzoylmethane | 1 | 2-hexanediol | caprylyl glycol | octocrylene | sodium hydroxide | phenoxyethanol | fragrance (parfum) | limonene | beta-carotene (ci 75130),1,1,1,1,1
treatment,peter thomas roth,potent-c power serum,3467.5,4.3,water | tetrahexyldecyl ascorbate | butylene glycol | c9-12 alkane | caprylyl methicone | tocopheryl acetate | c10-18 triglycerides | polyglyceryl-6 distearate | ferulic acid | squalane | hydrogenated lecithin | propanediol | sodium hyaluronate | zingiber officinale (ginger) root extract | curcuma longa (turmeric) root extract | panax ginseng root extract | jojoba esters | leuconostoc/radish root ferment filtrate | coco-caprylate/caprate | glycerin | cetyl alcohol | polyglyceryl-3 beeswax | xanthan gum | disodium edta | mica | ethylhexylglycerin | potassium sorbate | sodium benzoate | phenoxyethanol,1,1,1,1,1
treatment,first aid beauty,facial radiance pads,1095.0,4.3,water | aloe barbadensis leaf juice | glycerin | cucumis sativus fruit extract | lactic acid | glycolic acid | leuconostoc/radish root ferment filtrate | chrysanthemum parthenium extract | sodium hydroxide | polysorbate 20 | camellia sinensis leaf extract | glycyrrhiza glabra root extract | citrus nobilis fruit extract | citrus limon peel extract | hyaluronic acid | phyllanthus emblica fruit extract | edta | tetrasodium edta | phenoxyethanol | chlorphenesin,1,1,1,1,1
treatment,dr dennis gross skincare,ferulic acid + retinol brightening solution,3212.0,4.1,water | ethoxydiglycol | propylene glycol | glycerin | potassium azeloyl diglycinate | ferulic acid | retinol | glycyrrhiza glabra (licorice) root extract | arctostaphylos uva ursi leaf extract | arbutin | morus nigra fruit extract | salix alba (willow) bark extract | salicylic acid | glycolic acid | mandelic acid | hexylresorcinol | sodium hyaluronate | tocopherol | panthenol | quercetin | disodium lauriminodipropionate tocopheryl phosphates | ubiquinone | lecithin | disodium edta | pvm/ma decadiene crosspolymer | bht | urea | polysorbate 20 | potassium hydroxide | phenoxyethanol,1,1,1,0,1
treatment,murad,rapid age spot and pigment lightening serum,2518.5,3.8,water | alcohol denat | glycolic acid | butylene glycol | glycerin | methyl gluceth-10 | dextran | hexapeptide-2 | rice amino acids | aloe barbadensis leaf juice | urea | yeast amino acids | trehalose | inositol | taurine | betaine | zinc gluconate | ascorbic acid | chitosan | propyl gallate | nonoxynol-10 | lecithin | tocopherol | magnesium ascorbyl phosphate | dipotassium glycyrrhizate | palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer | vitis vinifera (grape) seed extract | chitosan pca | allantoin | polyquaternium-10 | sodium metabisulfite | sodium sulfite | sodium hydroxide | ppg-26-buteth-26 | peg-40 hydrogenated castor oil | hydroxyethylcellulose | disodium edta | limonene | linalool | fragrance,1,1,1,1,0
treatment,drunk elephant,d-bronzi anti-pollution sunshine drops,1314.0,4.5,water | hydrogenated polyisobutene | glyceryl oleate citrate | mica | hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer | glycerin | ribes nigrum (black currant) seed oil | sclerocarya birrea seed oil | theobroma cacao (cocoa) extract | caprylic/capric triglyceride | vitis vinifera (grape) seed extract | lecithin | acetyl tetrapeptide-17 | linoleic acid | linolenic acid | sorbitan isostearate | camellia sinensis leaf extract | maltodextrin | sodium hyaluronate crosspolymer | magnolia officinalis bark extract | glutamylamidoethyl imidazole | colloidal platinum [nano] | tocopherol | phenoxyethanol | pentylene glycol | sodium benzoate | sorbic acid | caprylyl glycol | boron nitride | hexylene glycol | polysorbate 60 | ethylhexylglycerin | ci 77491 (iron oxides) | ci 77492 (iron oxides) | ci 77499 (iron oxides) | sodium c14-16 olefin sulfonate,1,1,1,1,0
treatment,caudalie,vinosource s.o.s thirst quenching serum,1788.5,4.5,water | vitis vinifera (grape) fruit water | glycerin | butylene glycol | ethylhexyl palmitate | polyacrylate crosspolymer-6 | polymethyl methacrylate | dimethicone | palmitoyl grape seed extract | caprylyl glycol | parfum (fragrance) | squalane | potassium sorbate | vitis vinifera (grape) juice | sodium benzoate | xanthan gum | sorbitan oleate | sodium carboxymethyl betaglucan | citric acid | sorbitan laurate | hyaluronic acid | sodium phytate | disodium acetyl glucosamine phosphate | myristyl malate phosphonic acid. plant origin,1,1,1,0,1
treatment,caudalie,vinoperfect glycolic brightening essence,1533.0,4.4,water | vitis vinifera (grape) fruit water | citrus aurantium amara (bitter orange) flower water | glycerin | methylpropanediol | glycolic acid | sodium hydroxide | vitis vinifera (grape) juice | caprylyl glycol | citric acid | arginine | sodium benzoate | paeonia lactiflora root extract | phenylpropanol | potassium sorbate | sodium phytate | linalool | limonene,1,1,1,1,1
treatment,la mer,the revitalizing hydrating serum,7482.5,4.2,declustered water (-)/aqua/eau de-structuree (-) | declustered water (+)/aqua/eau de-structuree (+) | butylene glycol | glycerin | algae (seaweed) extract | bis-peg-12 dimethicone | hydrogenated lecithin | caprylic/capric triglyceride | sucrose | limnanthes alba (meadowfoam) seed oil | sesamum indicum (sesame) seed oil | medicago sativa (alfalfa) seed powder | helianthus annuus (sunflower) seedcake | prunus amygdalus dulcis (sweet almond) seed meal | eucalyptus globulus (eucalyptus) leaf oil | sodium gluconate | copper gluconate | calcium gluconate | magnesium gluconate | zinc gluconate | tocopheryl succinate | niacin | sesamum indicum (sesame) seed powder | citrus aurantifolia (lime) peel extract | commiphora mukul resin extract | codium tomentosum extract | polygonum cuspidatum root extract | vitis vinifera (grape) seed extract | humulus lupulus (hops) extract | citrus reticulata (tangerine) peel extract | asparagopsis armata extract | salicornia herbacea extract | alcaligenes polysaccharides | glucose | porphyridium cruentum extract | sigesbeckia orientalis (st. paul's wort) extract | squalane | cholesterol | caffeine | undaria pinnatifida extract | ascophyllum nodosum extract | laminaria digitata extract | sea salt/maris sal/sel marin | castanea sativa (chestnut) seed extract | plankton extract | glycine soja (soybean) seed extract | acetyl hexapeptide-8 | trehalose | lactoperoxidase | dimethicone | lecithin | dipotassium glycyrrhizate | glycine soja (soybean) protein | rosmarinus officinalis (rosemary) leaf extract | punica granatum (pomegranate) fruit juice | glucose oxidase | linolenic acid | hydrolyzed rice extract | laminaria saccharina extract | yeast extract/faex/extrait de levure | acetyl glucosamine | bisabolol | glycosaminoglycans | ethylhexylglycerin | sodium pca | tourmaline | linoleic acid | sorbitol | urea | tocopheryl acetate | pentylene glycol | sodium hyaluronate | polyquaternium-51 | ethylbisiminomethylguaiacol manganese chloride | hydroxypropyl cyclodextrin | magnesium ascorbyl phosphate | nordihydroguaiaretic acid | sodium hydroxide | alcohol denat | carbomer | xanthan gum | potassium sorbate | fragrance | disodium edta | bht | phenoxyethanol | amyl cinnamal | hexyl cinnamal | benzyl benzoate | citronellol | limonene | coumarin | linalool | blue 1 (ci 42090) | red 4 (ci 14700),1,1,1,1,1
